@relation artificial_weekday.arff

@attribute t1 numeric
@attribute t2 numeric
@attribute hum numeric
@attribute windspeed numeric
@attribute class {0,1}

@data
15.5,15.5,82.5,12,1
16.5,16.5,80,17,1
18.5,18.5,64,21.5,1
19,19,50.5,26,1
20,20,46,28,1
20,20,49,30,1
20,20,47.5,26,1
20,20,37.5,26,1
19.5,19.5,49,24,1
18.5,18.5,62,27,1
18,18,64,26,1
17,17,68,19.5,1
16.5,16.5,72.5,13,1
16,16,77,11,1
15.5,15.5,79.5,12,0
14.5,14.5,85,8,0
14,14,88,6.5,0
13.5,13.5,91,7,0
13.5,13.5,91,7,0
13,13,88,10,0
13,13,94,9,0
13,13,94,11,0
12,12,88,14,0
13.5,13.5,85,15,1
15.5,15.5,77,18,1
16.5,16.5,70,19,1
18.5,18.5,58,20,1
19,19,56,22,1
20,20,54.5,22,1
20,20,54.5,23,1
20,20,53,25,1
20,20,51,24,1
20,20,53,21,1
20,20,56,22,1
18.5,18.5,62,19,1
17,17,73,18,1
17,17,73,17,1
17,17,73,21,0
12.5,12.5,79.5,12,0
12.5,12.5,82,14,0
13,13,88,18,0
13,13,88,21,0
13,13,91,17,0
13,13,94,11,0
13,13,94,10,0
13.5,13.5,97,8,1
15.5,15.5,91,9,1
17,17,80,15,1
16,16,83,16,0
17.5,17.5,80.5,13,0
16,16,85.5,10,1
17.5,17.5,73.5,23,1
18,18,68.5,28.5,1
16.5,16.5,68,32,1
16,16,61,34,1
15.5,15.5,61.5,26.5,1
14,14,69.5,27.5,1
13,13,77,24,1
13,13,72,18.5,1
13,13,72,18.5,0
13,13,67,21,0
13,13,67,19.5,0
12,12,72,20,0
12,12,72,16,0
12,12,72,16,0
12,12,72,15,0
12,12,72,14,0
12,12,77,17.5,0
12,12,77,21,0
11,11,88,19.5,1
12.5,12.5,85,19.5,1
13,13,88,21,1
14,14,82,20,1
16,16,77,20,0
16,16,79.5,22.5,1
17,17,73,22,1
18,18,66,22,1
18.5,18.5,62,23.5,1
18,18,62,27,1
17,17,64,23,1
16.5,16.5,68,20,1
15.5,15.5,74.5,19,1
15,15,74.5,14,1
14,14,77,7.5,0
13.5,13.5,79.5,7.5,0
12.5,12.5,85,4.5,0
12,12,91,9,0
12.5,12.5,88,8.5,0
12.5,12.5,88,11,0
13,13,88,9,0
13,13,88,10,0
13.5,13.5,91,13,0
14,14,91,12,0
14,14,94,18,1
15,15,85,24,1
15,15,82,24,1
15,15,79.5,25,1
14.5,14.5,79.5,24,0
14,14,88,18.5,0
14,14,91,15,0
14,14,91,17.5,0
14,14,94,12,0
14,14,94,9,0
14,14,94,10,1
14,14,94,7,1
14,14,94,6.5,1
14,14,91,8,0
14,14,88,10,0
13,13,94,10,0
13,13,94,11,0
13,13,94,10,0
13,13,94,14,0
13,13,91,15,0
13,13,88,15,0
13,13,88,14,0
12.5,12.5,88,17,0
11.5,11.5,85,13,0
12,12,82,16,1
12.5,12.5,82,14,1
13,13,79.5,18,1
14.5,14.5,74.5,18,1
16,16,68,17,1
16.5,16.5,55.5,22,1
17,17,54,22,1
18,18,50.5,21,1
17.5,17.5,51,21,1
18,18,47.5,24,1
18,18,50.5,19.5,1
17,17,57.5,17,1
17,17,64,18,1
16,16,68,22,1
15,15,72,15,1
14,14,79.5,10,0
14,14,82,8,0
14,14,82,12,0
14,14,82,9,0
14,14,82,7,0
13.5,13.5,85,8,0
13,13,88,9,0
13,13,91,8,0
13,13,88,5.5,0
14,14,88,8,1
14.5,14.5,85,9,1
15,15,79.5,13,1
16,16,72,12,1
16,16,72,14,1
17,17,68,12,1
15,15,85,15.5,1
16,16,80,14,1
17,17,73,10,1
18,18,62,9,1
18,18,62,13,1
17,17,64,9,1
16,16,72,4,1
15,15,77,5.5,1
15,15,77,6.5,0
14,14,82,7,0
13.5,13.5,85,8,0
14,14,88,8,0
14,14,88,7,0
14,14,88,6,0
15,15,82,6.5,0
15,15,77,7,0
15,15,79.5,9,0
15,15,82,12,0
15,15,82,10,1
15.5,15.5,79.5,12,1
16,16,80,15,1
16,16,74.5,19,1
15.5,15.5,77,19.5,1
15.5,15.5,77,18,1
15,15,79.5,21.5,1
15,15,79.5,19.5,0
14.5,14.5,91,15,0
14.5,14.5,91,16,0
15,15,88,14,1
15,15,88,13,1
15,15,88,14,1
14,14,88,15,1
14,14,85,17,0
13,13,88,15,0
12.5,12.5,85,14,0
11.5,11.5,91,11,0
11,11,91,10,0
11,11,88,10,0
11,11,88,6,0
11,11,88,5,0
11,11,91,6,0
11,11,94,10,0
11,11,94,9,1
12,12,88,12,1
12,12,91,7,0
12.5,12.5,91,10,0
13,13,88,13,0
13.5,13.5,77,14,0
13,13,79.5,16,0
13.5,13.5,77,16,1
14,14,72,16,1
14.5,14.5,70,17,1
14.5,14.5,70,18,1
13,13,77,9,1
13,13,77,13,1
13,13,77,18,1
13,13,77,18.5,0
13,13,77,18.5,0
12,12,82,18.5,0
12,12,82,19.5,0
11,11,85,16,0
11,11,85,19.5,0
10.5,9.5,85,17,0
11,11,85,18,0
10.5,9.5,85,18.5,0
10,8,88,14,0
10.5,9.5,85,17,1
11.5,11.5,79.5,15,1
13.5,13.5,69.5,16.5,1
14.5,14.5,65,18,1
16,16,59,19.5,1
17,17,56,21,1
17.5,17.5,49,25,1
17,17,54,23,1
17,17,56,25,1
17,17,56,23,1
17,17,59,18,1
16.5,16.5,61,17,1
16,16,68,12,1
16,16,72,17.5,1
16,16,72,18,1
15,15,77,13,0
15,15,82,18,0
15,15,82,19,0
15,15,88,17,0
15,15,88,18.5,0
15,15,91,18,0
15.5,15.5,91,20,0
16,16,88,19,0
16,16,88,16,0
15,15,88,20.5,1
14,14,82,20.5,1
14,14,79.5,16,1
15.5,15.5,74.5,17,1
16.5,16.5,68,22,1
17.5,17.5,60,23,1
17.5,17.5,54,24,1
18,18,50.5,25,1
17,17,56,24,1
16.5,16.5,63.5,22.5,1
16.5,16.5,55.5,24,1
16,16,55,20.5,1
16,16,57,19,1
15,15,63,18,1
14.5,14.5,61,19.5,0
14,14,65,19.5,0
13,13,72,16,0
13,13,74.5,18,0
12,12,77,15,0
12,12,82,15,0
11,11,85,11,0
11,11,88,12,0
11,11,85,13,0
11,11,88,14,0
11,11,88,13,1
12,12,82,14,1
13.5,13.5,74.5,12,1
15,15,63,14,1
15,15,59,11,1
16,16,52,10,1
16,16,53.5,14,1
16.5,16.5,46.5,12,1
17.5,17.5,42.5,11,1
17,17,47,12,1
16.5,16.5,46.5,13,1
16.5,16.5,50.5,6.5,1
15,15,57,4,1
13.5,13.5,65,4,1
13.5,13.5,67.5,0,1
12,12,74.5,4,0
12,12,72,5,0
12,12,82,4,0
11.5,11.5,88,5,0
11,11,88,5,0
11,11,88,4,0
10,10,94,5,0
10,10,91,5,0
10,10,91,4,0
10,10,94,6,1
12,12,85,3,1
14,14,79.5,9,1
16,16,72,15,1
16.5,16.5,63.5,24,1
17.5,17.5,56,31,1
17,17,56,30,1
17,17,56,29,1
17,17,54,30,1
17,17,59,24,1
16.5,16.5,57.5,24,1
16,16,63,19,1
15,15,72,17,1
14,14,74.5,13,1
14.5,14.5,74.5,16,0
15,15,72,19,0
15,15,70,17,0
15,15,68,13,0
14,14,72,17,0
14,14,74.5,9,0
13,13,77,8,0
12.5,12.5,79.5,7.5,0
11.5,11.5,85,0,0
11,11,88,6,0
11,11,88,6.5,1
13,13,79.5,5.5,1
15,15,74.5,12.5,1
16,16,70,23,1
17,17,59,28,1
18,18,56,29,1
18,18,52,25,1
18,18,50.5,26,1
17.5,17.5,50.5,27,1
17,17,54,24,1
16,16,63,22,1
15.5,15.5,65.5,19.5,1
15,15,68,18,1
14,14,77,19,1
14,14,77,16,0
14,14,77,16,0
14,14,77,15,0
13,13,77,9,0
12.5,12.5,79.5,10,0
12,12,79.5,8,0
11,11,82,6.5,0
11.5,11.5,82,3.5,0
11.5,11.5,85,12,0
11,11,88,10,0
11.5,11.5,85,6.5,1
13,13,77,9,1
14.5,14.5,74.5,17,1
15,15,70,25,1
16.5,16.5,59.5,29.5,1
17.5,17.5,46,33,1
17.5,17.5,44,30.5,1
18,18,41.5,32,1
18,18,43,33,1
17,17,42,31,1
16,16,55,28,1
16,16,59,23,1
15,15,65.5,19,1
14.5,14.5,70,12,1
14,14,72,8,1
14,14,77,6.5,0
13,13,82,6.5,0
12.5,12.5,85,5,0
12,12,88,5,0
12,12,85,5,0
12,12,82,6.5,0
11.5,11.5,85,13,0
11,11,88,13,0
11,11,88,13,0
11,11,88,11,1
12.5,12.5,79.5,12,1
14,14,74.5,14,1
16,16,65.5,23,1
16.5,16.5,55.5,26,1
17,17,56,29,1
17,17,56,27,1
17.5,17.5,54,25,1
18,18,54,25,1
18,18,52,26,1
17,17,59,22,1
16,16,59,20,1
15,15,63,15,1
14,14,72,15,1
14,14,74.5,12,1
13.5,13.5,79.5,8,0
13,13,82,8,0
13,13,82,7.5,0
12,12,88,8,0
11.5,11.5,88,5,0
11,11,88,6,0
11,11,88,5,0
10.5,10.5,88,4,0
9.5,9.5,91,4,0
9.5,9.5,91,4,1
11,11,88,4,1
13.5,13.5,74.5,10,1
15.5,15.5,65.5,17,1
16,16,63,17,1
17,17,56,17,1
17.5,17.5,56,13,1
18,18,52,16,1
18,18,49,16,1
17.5,17.5,50.5,16,1
16.5,16.5,57.5,17,1
15.5,15.5,61,17,1
13.5,13.5,69.5,15,1
13,13,77,13,1
13,13,77,13,0
12,12,82,7,0
13,13,77,6,0
13,13,82,17,0
13,13,88,12,0
14,14,82,17,0
14,14,82,14,0
14.5,14.5,85,15,0
15,15,82,18,0
14,14,91,17,0
14.5,14.5,91,15,1
15,15,88,14,1
16,16,88,15,1
16.5,16.5,88,16,0
17,17,88,15,0
17.5,17.5,85.5,15,0
18,18,83,16,0
17.5,17.5,91,14,0
18,18,88,12,0
18,18,88,12,1
17.5,17.5,88,12,1
17,17,91,12,1
17,17,88,11,1
16.5,16.5,91,9,0
16,16,94,10,0
16,16,94,10,0
16,16,94,12,0
16,16,94,15,0
16,16,94,12,0
16,16,94,8,0
16,16,94,7,0
16,16,94,7,0
16,16,94,6.5,0
16,16,94,9,0
16,16,94,7,1
16,16,94,10,1
16.5,16.5,91,16,1
17,17,91,13,0
17.5,17.5,91,14,0
18,18,80.5,16.5,1
19,19,73,16,1
19.5,19.5,66,19,1
19.5,19.5,66,20,1
18,18,73,16,1
17.5,17.5,75,16,1
16,16,85.5,17,1
16,16,85.5,12,1
16,16,88,8,1
15,15,94,5,0
15,15,94,11,0
15,15,94,17,0
15,15,94,16,0
15,15,94,19.5,0
15,15,91,17,0
15,15,91,14,0
15,15,94,17,0
15,15,94,16,0
15,15,94,17,0
16,16,83,18,1
16,16,85.5,17,1
15.5,15.5,85.5,21.5,1
15,15,91,21,1
15,15,88,19.5,0
15,15,82,23,1
15,15,82,23,1
14.5,14.5,88,18,0
14.5,14.5,82.5,20.5,1
15,15,74.5,22,1
15,15,72,21,1
15,15,72,21,1
15,15,68,18.5,1
14.5,14.5,67.5,19.5,1
14,14,63,22,1
14,14,63,20,0
13,13,67,16,0
12.5,12.5,69.5,12,0
11.5,11.5,72,11,0
10.5,9.5,79.5,9,0
10,8,82,12,0
9,7,87,13,0
9,7,84.5,14,0
8.5,6.5,84.5,14,0
9,7,84.5,13,1
9.5,7.5,82,13,1
10.5,9.5,79.5,11,1
12.5,12.5,72,9,1
15.5,15.5,61,6.5,1
15.5,15.5,59,12,1
15.5,15.5,53.5,9,1
16,16,53.5,10,1
16,16,53.5,6,1
16,16,53.5,6,1
15.5,15.5,57,6.5,1
14.5,14.5,65,5,1
13,13,77,4,1
13,13,77,2,1
12,12,85,0,1
11.5,11.5,88,2,0
11,11,88,2,0
11,11,85,4,0
10,10,94,2,0
10,10,88,4,0
9,8.5,94,5,0
8.5,8,90,5,0
9,8.5,94,5,0
8,8,93,4,0
9.5,9.5,91,4,1
11.5,11.5,82,2,1
14,14,69.5,4,1
14.5,14.5,67.5,8,1
16,16,59,8,1
16,16,55.5,9,1
17,17,56,11,1
17,17,56,10,1
16.5,16.5,57.5,12,1
15.5,15.5,59,14,1
14,14,72,13,1
13,13,77,9,1
13,13,79.5,7,1
12,12,82,6.5,0
12,12,82,6.5,0
12,12,82,6,0
10,9.5,73.5,6.5,0
9.5,9.5,79,4,0
9,8.5,82,3,0
9,8,82,6,0
9.5,9,79,6,0
10,9.5,76,7.5,0
10,9,76,7,0
10,9,76,8,1
10,9,76,8,1
10.5,10,74,11,1
12,12,67,16,1
12,12,65,13,1
13,13,63,14,1
13,13,63,14,1
13,13,59,15,1
14,14,55,16,1
14,14,55,17,1
13.5,13.5,57,13,1
12.5,12.5,61,8.5,1
12,12,65,6.5,1
12,12,65,8,1
11,11,74.5,10,0
11,11,77,13,0
10,9,82,9,0
10,8,82,13,0
10,8,82,11,0
9,7,87,13,0
9.5,7.5,81.5,14,0
9,6.5,84.5,16,0
9,7,82,14,0
9,7,82,13,0
9,7,82,11,1
9.5,8,82,11,1
10.5,9.5,74,16,1
11.5,11.5,67.5,16,1
12,12,67,15,1
12.5,12.5,61,18.5,1
13,13,53,18.5,1
13,13,55,18.5,1
12,12,65,17,1
12,12,63,15,1
10,8,71,11,0
9,7,76,11,0
9,7,76,11,0
8,6,82,13,0
8,6,82,9,0
8,7,82,7,0
7,6,81,7,0
7,6,87,7,0
8,6,82,9,1
8,7,82,7,1
9.5,7.5,79,13,1
11,11,72,17,1
12,12,72,19,1
13,13,63,22,1
13,13,63,19,1
13,13,67,19,1
13,13,63,20,1
13,13,63,19,1
13,13,67,17,1
12,12,77,17,1
12,12,72,13,1
12,12,72,11,1
11,11,82,15,0
11,11,82,13,0
11,11,77,9,0
11,11,82,9,0
10,9,88,9,0
10,8,88,13,0
10,9,88,9,0
10,8,88,11,0
10,8,88,15,0
10,8,82,13,0
10,8,82,11,1
10,8,82,11,1
10,8,82,13,1
11,11,72,15,1
11,11,72,13,1
11.5,11.5,69.5,17,1
13,13,57,17,1
13,13,59,14,1
13,13,61,14,1
12,12,72,15,1
12,12,77,8.5,1
12,12,77,13,1
12,12,82,12,1
12,12,77,16,1
12,12,79.5,14,0
12,12,82,17,0
12,12,82,16,0
12,12,82,14,0
12,12,82,17,0
12,12,82,16,0
12,12,82,16,0
12,12,82,16,0
12,12,82,17,0
12,12,82,18,0
12,12,82,18,1
12,12,82,18,1
12,12,82,17,1
12.5,12.5,79.5,18.5,1
12.5,12.5,79.5,19,1
12.5,12.5,79.5,18,1
13,13,77,19.5,1
14,14,72,19,1
14,14,72,18,1
13.5,13.5,74.5,19.5,1
13,13,72,15,1
13,13,72,12,1
13,13,72,14,1
13,13,72,14,1
12,12,79.5,14,0
12,12,82,14,0
12,12,82,14,0
12,12,82,5.5,0
12,12,85,6.5,0
12,12,88,5.5,0
12,12,88,6.5,0
12,12,88,5,0
12,12,88,6,0
12,12,88,6,0
12,12,88,5,1
12,12,88,6.5,1
13,13,82,10,1
13,13,82,10,1
13.5,13.5,79.5,10,1
14,14,77,10,1
14,14,74.5,10,1
14,14,72,10,1
14,14,72,10,1
14,14,72,9,1
14,14,67,7.5,1
13.5,13.5,69.5,6,1
13,13,72,6,1
13,13,72,7,1
12.5,12.5,72,8,0
11.5,11.5,74.5,5,0
10.5,10.5,79.5,6,0
10,9.5,82,5.5,0
9,8,87,6.5,0
9,8,87,6.5,0
9,8.5,87,5,0
9,8,94,6,0
9,8.5,90.5,3.5,0
9,8.5,87,5.5,0
9,8,87,6,1
9,8,90.5,6,1
10,10,88,5,1
11.5,11.5,79.5,10,1
12.5,12.5,74.5,10,1
13,13,69.5,12,1
14,14,63,12,1
15,15,55,16,1
15,15,55,13,1
15,15,55,11,1
15,15,55,6,1
14,14,63,6.5,1
13.5,13.5,65,5,1
13,13,69.5,6.5,1
11.5,11.5,74.5,8,1
11,11,77,10,0
11,11,77,11,0
11,11,77,12,0
10.5,9.5,79.5,12,0
10,8,85,15,0
10,8,88,14,0
11,11,82,11,0
11,11,88,13,0
11,11,88,13,0
11,11,88,15,1
11,11,88,15,1
11,11,91,16,0
11,11,94,18,0
12,12,91,17,0
12,12,94,18,0
13,13,91,19.5,0
13,13,94,19,0
14,14,88,19,0
14,14,91,16,1
14,14,94,16,1
14.5,14.5,91,14,1
15,15,88,15,1
15,15,88,18,1
15,15,88,17,0
15,15,88,14,0
15,15,88,16,0
15,15,88,16,0
14,14,94,21.5,0
14,14,88,24,0
14,14,85,25,0
14,14,77,23,0
14,14,77,20.5,0
14,14,77,18,0
13.5,13.5,79.5,17,1
13.5,13.5,79.5,16,1
14,14,79.5,19.5,1
15,15,72.5,21.5,1
15,15,61,26,1
15,15,59,25,1
14,14,59,21.5,1
14,14,59,20.5,1
14,14,59,17.5,1
14,14,57,13,1
14,14,59,12,1
14,14,59,12,1
14,14,55,12,1
13.5,13.5,61,7,1
13,13,63,7.5,0
13,13,65,5,0
13,13,65,5,0
12.5,12.5,65,2,0
12,12,69.5,2,0
12,12,69.5,0,0
12,12,72,2,0
12,12,72,5,0
12,12,74.5,6,0
11,11,77,7,0
11.5,11.5,74.5,7,1
12,12,72,7,1
12,12,69.5,6,1
13,13,63,6.5,1
14,14,55,12,1
14,14,55,15,1
14,14,57,13,1
14,14,57,14,1
14,14,59,11,1
14,14,59,9,1
14,14,63,7,1
14,14,63,8,1
13.5,13.5,65,10,1
13,13,63,7,1
13,13,63,8,0
13,13,65,7,0
12.5,12.5,69.5,9,0
7,5,90,9,0
7.5,5.5,87,12,0
6.5,4,93,12,0
8,6,93,12,0
9,7.5,94,10,0
8.5,6.5,93.5,13,0
9,7,94,12,0
10,8,88,15,1
10.5,9.5,91,16,1
12,12,82,15,1
13,13,79.5,16,1
14.5,14.5,74.5,18,1
15.5,15.5,74.5,18,1
16,16,72,19.5,1
16,16,72,15,1
15,15,77,18,1
14,14,82,14,1
13,13,88,13,1
12,12,94,15,1
12,12,91,7,1
13,13,88,10,1
13,13,88,10,0
13,13,88,12,0
13,13,88,14,0
13,13,91,11,0
12.5,12.5,91,7,0
12.5,12.5,94,12,0
12,12,100,13,0
12,12,97,16,0
12,12,100,12,0
13,13,91,14,0
12,12,94,15,1
12.5,12.5,91,14,1
13,13,88,15,1
14.5,14.5,82,12,1
15.5,15.5,79.5,16,1
16.5,16.5,77,17,1
18,18,70.5,16,1
17.5,17.5,70.5,17,1
17,17,73,15,1
16.5,16.5,72.5,12,1
16,16,72,11,1
15.5,15.5,77,9,1
15,15,82,6.5,1
15,15,82,11,1
15,15,82,7,1
15,15,88,8.5,0
14,14,94,6.5,0
14,14,94,7.5,0
14,14,94,9,0
14,14,94,8,0
14,14,94,6.5,0
13,13,94,10,0
13,13,94,7,0
13,13,94,12,0
13,13,94,12,0
13,13,91,15,1
13.5,13.5,85,15,1
13.5,13.5,85,15,1
14,14,82,12,1
15,15,74.5,13,1
15,15,72,11,1
16,16,68,13,1
16,16,65.5,12,1
15.5,15.5,68,10,1
14,14,72,9,1
13,13,79.5,11,1
12,12,88,13,1
12,12,88,9,1
12,12,85,10,0
12,12,88,10,0
11.5,11.5,91,11,0
11,11,88,9,0
10,9,94,8,0
10,8.5,91,10,0
10,9,94,8,0
11,11,94,9,0
11,11,94,7,0
12,12,88,13,0
12,12,91,11,1
13.5,13.5,85,11,1
15,15,77,15,1
15.5,15.5,74.5,17,1
15,15,79.5,17,1
15,15,82,17,1
16,16,77,18.5,1
15,15,82,18,1
15,15,85,15,1
15,15,85,15,1
14.5,14.5,91,14,1
15,15,88,15,1
14,14,94,16,1
14,14,94,18,0
14,14,94,16,0
14,14,94,14,0
14.5,14.5,91,10,0
15,15,88,11,0
15,15,88,12,0
14.5,14.5,91,15,0
14.5,14.5,88,13,0
15,15,82,12,0
15,15,79.5,17,0
14.5,14.5,82.5,20,0
14,14,88,19,1
14,14,88,16,1
14,14,88,17,1
15,15,82,15,1
15.5,15.5,79.5,15,1
16,16,77,18,1
16,16,77,10,1
16,16,74.5,9,1
15.5,15.5,74.5,12,1
15,15,72,10,1
14.5,14.5,74.5,11,1
14,14,82,14,1
14,14,82,10,1
14,14,82,12,1
14,14,82,13,0
14,14,82,12,0
13.5,13.5,85,13,0
9.5,9.5,97,4,0
9,8,100,6,0
9,8,100,6.5,0
9,8.5,100,5.5,0
9,8,94,6,0
9,8,94,7,0
8.5,7.5,97,8,0
9,8,97,7,1
9.5,8.5,97,7,1
10,9,100,8,1
11,11,97,9,1
11,11,100,10,1
11.5,11.5,100,11,1
13,13,94,7,1
13.5,13.5,88,8,1
13,13,91,10,1
11,11,100,14,1
11,11,97,16,1
11,11,100,14,1
12,12,88,13,1
11.5,11.5,85,14,1
11,11,88,11,0
10,8.5,88,10,0
10,9,88,8,0
10,9,94,9,0
10.5,10,91,7,0
10.5,9.5,91,10,0
11,11,88,9,0
11,11,88,8,0
11,11,88,11,0
10.5,9.5,91,14,0
10.5,9.5,91,12,1
11,11,88,13,1
11,11,88,11,1
12,12,88,13,1
12.5,12.5,85,14,1
13,13,82,9.5,1
13,13,82,7.5,1
13,13,88,11,1
13,13,88,8,1
13,13,88,9,1
13,13,88,11,1
13,13,88,7,1
13.5,13.5,85,7.5,1
13,13,88,5,1
12.5,12.5,91,4,0
12,12,94,3.5,0
12,12,94,3,0
12,12,94,5,0
12,12,94,8,0
11.5,11.5,100,5.5,0
12,12,94,3.5,0
12,12,94,4,0
12,12,94,2,0
12,12,94,6,0
12,12,97,7.5,1
12.5,12.5,97,6.5,1
13,13,94,6.5,1
14,14,88,7,0
14.5,14.5,85,9,0
15,15,77,14,1
15,15,77,12,1
15,15,79.5,11,1
15,15,77,10,1
15,15,79.5,9,1
14.5,14.5,85,10,1
14.5,14.5,85,11,1
14,14,88,12,1
14,14,88,12,1
14,14,88,11,0
14,14,88,11,0
14,14,88,8,0
14,14,88,8,0
14.5,14.5,88,6.5,0
14.5,14.5,91,6.5,0
14,14,94,6.5,0
14,14,94,9,0
14.5,14.5,91,10,0
15,15,88,11,0
15,15,88,13,1
15.5,15.5,85.5,14,1
16,16,85.5,16,1
16,16,88,14,1
16,16,85.5,18,1
16,16,83,19.5,1
16,16,77,18,1
15.5,15.5,79.5,18.5,0
15,15,88,12,0
14.5,14.5,85,17,0
14.5,14.5,91,14,1
15,15,88,20,1
15.5,15.5,91,19.5,1
16,16,88,20.5,1
16,16,88,15,0
16,16,85.5,20.5,0
15,15,88,17,0
15,15,88,14,0
15,15,85,15,0
15,15,82,14,0
15,15,82,16,0
15,15,82,18.5,0
14.5,14.5,85,15,0
14,14,88,15,0
15,15,82,18,1
15,15,82,19,1
15,15,85,19.5,1
15,15,88,18,0
16,16,88,21,0
17,17,85.5,19.5,1
18,18,83,22,1
18,18,85.5,21,1
18,18,85.5,19.5,1
18,18,83,19.5,1
18,18,83,22,1
18,18,83,22,1
18,18,83,20.5,1
17,17,88,19.5,1
17,17,88,13,0
17,17,83,17.5,0
16,16,88,16,0
15,15,79.5,24,0
14,14,69.5,29.5,0
13,13,74.5,21,0
12,12,74.5,22.5,0
11,11,77,17,0
11,11,79.5,18,0
11,11,77,23,0
11.5,11.5,74.5,21,1
12,12,72,23,1
12.5,12.5,72,22,1
14.5,14.5,65,29.5,1
15,15,63,30.5,1
15,15,63,30.5,1
15,15,68,31.5,1
15.5,15.5,65.5,29.5,1
15,15,70,31.5,1
15,15,72,32,1
15,15,77,31,1
15,15,77,29.5,1
15,15,77,30,1
15,15,82,33,1
15,15,82,31.5,0
15,15,82,31,0
15,15,82,27,0
16,16,77,25,0
16,16,80,29,0
16,16,83,28,0
16,16,83,27,0
16,16,83,22,0
16,16,83,22,0
16,16,85.5,22,0
16,16,83,23,1
16,16,83,24,1
16,16,83,24,1
17,17,77,22,1
17,17,77,25,0
17,17,77,26,1
16.5,16.5,80,25,1
16,16,80,26,1
15,15,82,22,1
15,15,82,20.5,1
15,15,82,21,1
15,15,82,20,1
15,15,82,21,1
15,15,82,17,1
15,15,82,20,1
15,15,82,19.5,0
14.5,14.5,85,19.5,0
14,14,88,18.5,0
14.5,14.5,77,17,0
15,15,72,15,0
15,15,68,16,0
15,15,68,17,0
15,15,68,18.5,0
15,15,68,18,0
15,15,68,19,1
15,15,70,21,1
15,15,68,25,1
15,15,65.5,23,1
15,15,68,25,1
15.5,15.5,68,25,1
15.5,15.5,65.5,27,1
15.5,15.5,65.5,27,1
15,15,70,24,1
15,15,72,21,1
15,15,72,18.5,1
14.5,14.5,74.5,19.5,1
14,14,77,18,1
14,14,77,18.5,1
14,14,77,20,0
14,14,77,18,0
14,14,77,18.5,0
14,14,77,19,0
14,14,79.5,19,0
14,14,82,13,0
13.5,13.5,85,11,0
13,13,88,10,0
12.5,12.5,91,10,0
12,12,91,7,0
12,12,88,8,1
12.5,12.5,91,7.5,1
13.5,13.5,85,14,1
15,15,79.5,18.5,1
15,15,82,19,1
16,16,77,20.5,1
16,16,74.5,21.5,1
16,16,72,21.5,1
15,15,72,19,1
15,15,77,18.5,1
15,15,77,19.5,1
15,15,77,21,1
15,15,77,21,1
15,15,79.5,23,1
15,15,79.5,26,0
14,14,85,22,0
14,14,82,24,0
14.5,14.5,82.5,28,0
13.5,13.5,77,26,0
13,13,67,29,0
12,12,72,28,0
11.5,11.5,69.5,27,0
11,11,64.5,24,0
10.5,9,64.5,27,0
10,7,67,22,1
11,11,62,25,1
12.5,12.5,56.5,27,1
12,12,63,33,1
11.5,11.5,67,35.5,0
11,11,62,27,1
8,4.5,68.5,27,0
10,6,62,35,1
10,6.5,60,32.5,1
10,6.5,58,30.5,1
10,6,60,32,1
9,5.5,66,28.5,1
9,6,66,21,1
9,6,66,19.5,0
9,5,68.5,29,0
9,5.5,68.5,27,0
9,5,66,30,0
14,14,72,25,0
14,14,72,29,0
14.5,14.5,72.5,28,0
14,14,79.5,29,0
14,14,85,26,0
14,14,88,22,0
14,14,94,18.5,0
14,14,79.5,23,1
14,14,77,21.5,1
14,14,69.5,23,1
14,14,67,22,1
14,14,67,24,1
14,14,67,25,1
14,14,65,27,1
14,14,63,27.5,1
13,13,61,26,1
13,13,61,18,1
13,13,63,18,1
13,13,65,16,1
13,13,69.5,16,1
13,13,74.5,17.5,1
13,13,82,15,0
13,13,85,14,0
13,13,88,14,0
13,13,88,10,0
13.5,13.5,91,15,0
15,15,85,20.5,0
15,15,85,24,0
15,15,82,27,0
14,14,79.5,27,0
14,14,79.5,26,0
13.5,13.5,85,22,1
14,14,79.5,18.5,1
14.5,14.5,74.5,24,1
14,14,72,25,1
14,14,72,23,0
14.5,14.5,80,22,0
14.5,14.5,91,25,0
15.5,15.5,91,29.5,0
16.5,16.5,82.5,33,0
16.5,16.5,72.5,42.5,1
16,16,67.5,38.5,1
16,16,68,37,1
16,16,59,45.5,1
15,15,59,51,1
15,15,59,56.5,0
12,12,77,20.5,0
12,12,74.5,22,1
13,13,69.5,20,1
13.5,13.5,72,22,1
14.5,14.5,67.5,30.5,1
15,15,63,35,1
16,16,59,41,1
16,16,59,44,1
15,15,70,38,1
14,14,83,35,0
13.5,13.5,85,30.5,1
15,15,70,33,1
14,14,69.5,36,1
14,14,67,31,1
13.5,13.5,69.5,30,1
13.5,13.5,69.5,32.5,0
14,14,65,37,0
14,14,61,32,0
13.5,13.5,65,34,0
13.5,13.5,67.5,34,0
12,12,74.5,34,0
12,12,74.5,34,0
12,12,77,28,0
12,12,77,19.5,0
12,12,77,25,0
12.5,12.5,74.5,24,1
12.5,12.5,74.5,24,1
13,13,74.5,22,1
12.5,12.5,82.5,19.5,0
12,12,88,17,0
11.5,11.5,88,18.5,0
11,11,94,16,0
11.5,11.5,91,17,0
10,7.5,88,15.5,0
11,11,82,10,1
11,11,79.5,15,1
11,11,79.5,18,1
11,11,77,20,1
